tweets,ClassLabel
what can bank do to show engagement with the queer community hire trans woman,0
went to both lunch because of your bitch as,1
but i a int mad at her prejudice dad thats the best damn pussy i ever had,1
goodbye you faggot,1
i hate when netflix stop asks if im still watchin like yes u think i got up started do in somethin with my life bitch put,1
my hobby include being a sarcastic bitch and thats it,1
rti think pat trying to say his pussy is too bombed idk,1
r to hbo stop with the speech like you give one tinker damn about the kid the poor any of the crap you are spouting youve prov,1
to these hoe im everything,1
if you give that statement any thought at all you will realize it make no sense at all please think abo,2
why a donnis look like he bout to sell the most ghetto used car of2014,2
rt15 thing i love when he wrap his arm around my waist while im making dinner yellow rose pearl anything coach a,2
r tit the start of another yellowjacket season tonight how about art for all the jacket fansgtvt1,2
rise rhyme now patrick day on in the am wear your green dance a jig sing a lively tu new me http,2
can you call someone a racist then call them white bitch in the same sentence without losing credibility,1
people person so you know lil gabby got hoe,1
bitchy all relationship a int shit but a theory,1
girl really be comfortable with they dude addressing them a they bitch im sorry but that will never fly with me,1
you shouldnt bitch about anything until your eina21 person group chat,1
bow down to me bitch i am your chief,1
girl dont let a guy treat you like a yellow starburst u area pink starburst,2
rtmeletstrya2nd attempt of my first day of work the cold haha yeah right i fucked your car and your bitch,1
the bird outside my bedroom window have way too much to talk about for first thing in the morning mr rrrr rr,2
shut up bitch lol,1
i dont think i even been in a real relationship i thought they wa real but they were just trash,2
rt13 hour of hell obama flat out lied to get reelected killer ylt what diff doe it make now karma it a bitch http,1
rtworldcup2014 diary argentina mock brazil with twirling towel photo getty8230,2
side hoe shall only eat side dish foye are what yeeatstraprinthions1017,1
wtf wa drake asking u to pull over so he can get my autograph bitch im scheel p fuck you drake,1
im just ready to get engaged so i can meet the new wave of a int shit bitch out chea,1
confused are lefty using the bridge ghazi hash tag to mock the bridge situation a frivolous or seriously equating the t,2
me and are in our yellow submariner n,2
nigger,0
rtr twtf this bitch broke her arm eery time he hit the shit8221,1
jenn a a faggot,0
being a good citizen picking up trash,2
bitch be hand in out neck like free chinese food sample at the mall and go to bed every night wondering why they a int,1
your ea pussy you have more cargo short in your avi than fuck i give,1
the afc wa trash last season especially the afc south jag could make a playoff push if they have a great draft not jo,2
cleveland nigga im fly we switch a roo bitch no lie,1
if she got the chipotle plug cuff that hoe twitter le alex,1
stop forcing ya kid to take these picture u trying to trap nigga online wit u funky hoe,1
happy halloween bitch katiedodds15 halloween cle,1
r tibet there are hella redneck who just got super pissed at that coke commercial,1
r tim honestly surprised some of u guy have ever seen a pussy,1
show me your pussy,1
lmao what my nigga just told me hoe these day they lovin the crew gd,1
rtn igg uh waldo had chipotle waiting for him at his house lucky soab lol,1
if you ever had an abortion you got cemetery pussy omg lmao,1
rti still a int got the time for a bitch to be acting iffy,1
always a fat bitch in the handicap spot but never a dude in a wheelchair,1
mt u ghetto driven by liberal ideology red meat,2
r teggaviinmymentionswith0 follower pussy bo dont want war,1
rtyaaasbitchyaasusohot bitchy aaa,1
sonia never criticises ke jri wal who trash every other leader never criticises sonia touching yok,2
hit blunt if a guy talk to 5girlsisheahoeordoeshe have hoe,1
so yeah is the fucking bestand i would really hate living if i didnt know her my bad bitch appreciation po,1
morgan park kid like to pop firecracker in the school now,2
vermont girl be like my hick accent come out when i get around my family vermont problem,2
all the bitch who called me a hoe in high school gotlike23kidsnow,1
emma watson the oscar 2014,2
emma watson,2
rtr t if you d marry scarlett johansson,2
scarlett johansson,1
chick think that having sex with a guy for month automatically make him their boyfriend bitch did you ask him,1
lmao they all trash before after,2
based on my starbucks drink choice i admit that i am in fact a basic bitch,1
cant wait to eat metropole and see my friend bring on those damn yellow penguin ro,1
farewell captain what away for derek jeter to close his yankee stadium career,2
fuck that she better laminate my face your e a grown man and think eating pussy is emasculating,1
thing to remember sometimes being a bitch is necessary stick to your gun impromptu solo dance party are good fo,1
tom ford probably fucking all these hoe he probably would be if he wa nt a homosexual,1
rtc is for cuntuisforuracuntnis for not sure u know this but ura cuntt is for turnaround bitch ura cunt,1
all these hoe always talkin shit about there guy look bitch if your gonna talk shit to me ill be happy to smack you inyo,1
no your e a nigger go pick my cotton,1
you ex bitch need to realize,1
rti know where i would be tonight if i wa in atl mansion elan i can bet that bitch gone bel it tonight,1
you see her nude she must have beat her own pussy up salute,1
rte a drt especially after rita died dexter wa just a trash a breaking bad,1
r tim not telling you to like al green or otis redding stop missing the point just dont call them trash tell me you,2
stop fucking calling these legend trash cuz the top artist of our generation take from the legend,1
r thes saying he doesnt discriminate he like dark skin hoe she like light skin hoe she like asian a long a they bad,1
dont be sorry hoe be careful,1
rtits2 thing in this world that ia int seen that sa ufo a bitch that i need,1
lmao o nigger is scared so result are supposed to be out today lol lol,1
i hate when old bitch wear clothes these young hoe be wearing like stay yo as inyo age group,1
i hate when bit chest werk to slow song,1
rti need some phenomenal head like someone who wa born and breed to eat pussy someone who is an adept when it cum to tong,1
corny a shoe always got my name in they mouth,1
get with the winning team hoe,1
that bitch lebron counted to like 6heainteemgivemiami6yrs,1
why do hoe always want to come bacc when they didnt have to leave in the first place,1
thanks for being black indarthandnow17 year old you kinky hentai sonofabitch,1
stupid fucking nigger lebron you flopping stupid jungle bunny monkey faggot,0
some nigga be so pressed for pussy my bad yes some,1
my next bitch gotta take me out just because,1
nigga talk more than bitch these day,1
every girl suck dick dont let that bitch fool you,1
if he asks what you about to do after yall get done fucking you a hoe,1
also rti know one ho in particular who love pointing out that everyone else is a ho lol,1
rti always waste my time on irrelevant bitch,1
r talli see on my timeline is ebola ebola ebola i hate school ebola ebola some twitter hoe self ie ebola ebola pull out ga,1
how imahoeifionlyfucked2men bitch cuz they wa best friend,1
rtr t if your girl smoke weed the dope man slamming your bitch for ag but thats relationship goal to ya,1
rtr two w she let quite a few nigga beat equal opportunity pussy,1
rt0hoes,1
a woman never cheated unless a man drove her to do it men only cheat for new pussy,1
i dont do nothin for no bitch that she wouldnt do for me,1
r tim missing a few thing i really need in my life iphone6ios8ps4 some bitch and a new car,1
rtifiget30 or more retweetsthatsproofiget0 bitch let settle this once and for all,1
if u acted like a hoe after we broke up im not wrong for thinking u were a hoe all along,2
if your friend is a hoe uaho e too bird of a feather flock together,1
if your girl see that another girl like you her name is this bitch until further notice,1
men only cheat for pussy woman cheat cuz they think they have 2 soulmates,1
rtr tif no bitch texting u right now,1
rtr t if u lost all your bitch,1
stop respecting woman who admit to having a hoe phase,1
stop talk in your girl social medium u bitch as nigga,0
stop wasting text on bitch whoa int tryna fuck u,1
rtu a faggot if u heat up leftover pizza,1
rtu a hoe if you have child and your e still awake,1
woman who need to be put in their place are trash you are a human not a pet bitch relax,1
rty all bitch got to stop pushing away the nigga who really care about yall for these nigga who dont give a fuck,1
your girl wear u cheating until u fuck a bitch for real then it omg how could u,1
why are pussy fart so embarrassing,1
get a girl with good hair u dont want a bitch that got nappy as hairy o kid gone end up having bb nigga,1
you bitch make everything a relationship goal,1
lol i have an obsession with smell good candle plugins spray the smelly good wax thingys pussy,1
rtfemalesbe14acting18 turning up like the y21 throwing the pussy like the y25butstillcantpassalg,1
rtd on twifeahoeenduplikethese2,1
not all black girl are ghetto,1
i gotta curve these hoe before they have a chance to curve me,1
kim k got bitch think in being a hoe is a career with health care benefit,1
this wa the most racist bitch in the world,1
can i bring another bitch let have a3 some,1
a boyfriend and girlfriend suppose to laugh at these hoe together a guy should never have these hoe laughing at his girl,1
girl favorite line go talk to yo hoe,1
image t wifey not cunt who spread leg for anyone settle for nothing but the rarest difference better you and me lmao,1
touch my swag wish you could rti look fly i look good on my momma on my ho,2
re tweet for big booty bitch,1
rtr t most trash halloween candy of all time dont debate me on this,2
rtb ruhi never seen so many ugly bitch in one picture before smh8221isthatluda,1
br uhhhh hi want some oreo and milk,2
rtr tt hot goal i wanna learn how to jig g really good so i can be in the circle,2
karma a bitch,1
for all you bitch that think your e a bad bitch please tell that to rhonda rouse y,1
took this bitch 3monthstoputascarfonsmfh,1
every time a black woman say oh bitch is mile,1
nigga gossip like bitch but yet they be the realest nigga tho i dont understand,1
when she come through with the nude but they trash but she got big titty,1
it go from babe to bitch i love you to i hate you i need you to fuck you your e my everything to you,1
when that one stupid bitch pop up on your timeline,1
shouldve lost in carolina in houston tonight in st louis lucky seahawks are complete trash,2
rt1strt show proof is old pussy for 65illwait,1
you a faggot if you use uber because real nigga drive drunk,1
this bitch really happy she got 60k follower from getting kicked out of a moving car by her abusive bf and almost dyi,1
i hate when people take a picture and be like dont mind the background nah bitch imma mind,1
ever stay home from school and look at the clock and say yeah those bitch in math right now,1
what i wish i can do everytime i day playing flappybirds8221fore all,2
if she can roll wife that bitch,1
every female worried about being played every nigga worried shea hoe so nothing but game will b played wit that mind,1
dame the type of bitch that go to jail to meet men,1
these bitch dont love nobody the ho is for everybody,1
i wanna watch a nigger made before christmas,1
there pussy make up,1
if we date get rid of your ex get rid of your hoe we dont need no interference,1
a couple is a couple not a couple one not a couple some not a couple plenty no hoe no,1
all relationship come what in a shoe drama jealousy argument all that only real couple laugh at the shit,1
white bitch win again smhi fucking hate you,1
bitch get it how you live,1
rtr tit bout that time were i feel like been ing a hard working woman and a stripper hoe by night do,1
every bitch with her as out on insta gram bio be like deleted at100k for booking email back page pussy com,1
rta real hoe will never let you turn her into a housewife shell let you know what it is before you start catching fe,1
rty all bitch dont know how to be friend,1
the mother bitch a int got nothing on mei can tell by how your still fucking with me eeee,1
rtfuckurwcwletmeseewatur current bitch look like oo we,1
you gotta be able to keep a bitch on her foot or shell be on her knee with the next nigga,1
if i got time to hold my phone the whole time we having sex yo pussy trash,1
when you having a girl night and you cooking for ya bitch ct fu ghetto girl,1
rtlmfaoortlmfaortlmaort you nigger move ooo fast,1
rte go so big i must admit i got every reason to feel like im that bitch,1
when you hoe gone learn second place dont get a prize,1
that a int my hoe this is the same man that want to be godly,1
rt500 year of racism and they think nigger hurt my feeling lol white people are funny,1
dawn of the planet of the ape of the four calling bird of the three french hen of the two turtledove s of the partridge in,2
she called me mexican is that all she have on metho im a proud hispanic bitch sure liked this dick tho hoe,1
i hate hoe as people,0
rti ont got not type bad bitch is the only thing that i like,1
rti will neva sleep on a pussy,1
these hoesaintloyal8221lol,1
i hate seeing a nice fee wit a weak nigga be like girl yu retarded rsumnuonknowyucudhaveme,1
rti just wanna leave this bitch for a weekend,1
if you hatin you just need some pussy,1
rtr tike finna have the bitter bitch ups aught and he dont care lmao not at all,1
trey songz album is about being a single hoe as nigga lol,1
this bitch real nasty8221ahneedher,1
r tim sick of bitch bitching about other bitch,1
go talk to your hoe,1
the easy way out while you female calling them hoe asking if they want ketchup with the yfries8230,1
the radio is trash,2
if a bitch dont act crazy over you she dont really want you,1
jacob need to stop being a little bitch and follow me on insta gram,1
man some lame nigga h when i find him i mun following tf out his as,0
lol when bitch tryna chill with me like do u know hoi a mim the mother fuxin dory hoe i touched the butt,1
r tim hooked on money the pussy and weed is just a bonus,1
quit it with that you got hoe shit you a int got a got damn than ggg witch a ugly as,1
rte at my pussy,1
you a int a bad bitch if you got bad habit,1
rti kno u wanna roll wa bitch like me,1
rti never had a nigga taken from me in order to take him from me he must not return keep that in mind bitch,1
exclusive ar new enger gave two yellow card red card while refereeing a charity match in rome,2
rtm a hammad wa a bitch cause i said so,1
craziest bitch got the best pussy,1
ugly bitch like to argue a lot,1
rti love black shoe cause i can match them with anything but i also need some colored shoe,2
significant number of u tweet s were american flipping the bird to is uk not so much,2
twitter is suspending the shit out of is multiple iteration of new regional account opening today and suspended within ho,1
rti love cripple look at all these fucking cripple goddam it ima people person,0
if you call a player a pussy when he s sidelined by concussion and a low class when he trash talk you might be a f,1
rtwhattacoinkydinkirs cancelled contract with email backup company right after lerner s computer crash 8230,2
half of it will be about how you became ghetto in compton,1
rta yyy what fag,1
rtlmfaoooooooooooooooort put that muthafuckin jelly on that bread bitch spread it,1
r tim running like a bitch michael clifford role model and inspiration to many,1
if you ate my pussy dont ever try to disrespect me fck nigga if ed you,1
i hate girl that be like i cant talk to you you got too many hoe bitch where y a competitive spirit at,1
nigga expect you to pull this out when they ask where the hoe at,1
the nigga with no future always have the most hoe,1
doing nothing a an agenda unbelievable that the dems failed to use that against the tea bagger,2
just texted my phone this bitch just blew my high,1
rihanna is currently dropping bomb on you bitch,1
give me head kiss yo bitch you a ill nigga,1
hickey hurt i dont see how people always have them hoe,1
when you a bitch they never talking bout you all of a sudden,1
your e still a pussy,1
attractive girl are always the most insecure while these shrek looking bitch walk around thinking their the shit,1
just seen this little yellow nigga who life in a pineapple thats some crazy shit,1
may be all these fake bitch will pretend to be real for halloween,1
school doesnt even test your intelligence it test sur memory it test my ability to keep calm and not slap a bitch,1
un loyal girl turn good guy into asshole and un loyal guy turn good woman into bitch,1
i hate seeing people with money spend it on stupid shit you dont need 11tvsasharktankyoutwat,1
if we date get rid of ya ex sill get rid of my hoe we dont need no interference,1
swag fag are now hibernating because great america and christmas in the park are both closed,1
rt1111i wish you would stop being a hoe,1
birth control should be mandatory for some of you hoe,1
guy at party be screaming these hoe saint loyal but they drunk cheating on they gf with a girl who look like ra,1
rttop3lies girl tell on twitter 1mydmsdontwork2whyismyt witte run following people 3imnotahoe,1
so to all those girl who are curled up in a ball in their bed waiting for that goodnight text go to sleep bitch he,1
you bitch with a cup boob need to stop wasting money on bra and just buy some tank top like the rest of the homies,1
cant just tell me anything bitch im one click away from google at all time,1
i swear i care bout everything but these bitch,1
fuck them hoe i have bigger problem like do you cook at your house lol,1
fuck them hoe i have bigger problem like do you ever cook at your house lmao,1
lol what a fake bitch,1
rtv i bing with my bitch on this feeling good slow jam never a dull moment with these bitch,1
rt8221hoesongishroadbe lookin like talkin bout5dollasuckysucky,1
rti wanted change and excitement and to shoot off in all direction myself like the colored arrow from a fourth of july,2
charlie sheen engaged to pornstar men health tip sex toy the adult toy kiss,2
there only like one retarded fucking beaner that doe and he a stupid a sex,1
fucking faggot,1
joshua is a faggot just suspend him on those ground,0
why is it always the bitch with no money no job no contribution to anything financial that have the highest standard,1
pretty bitch is always comin thru,1
de se hoe saint loyal walmart team i gnant hood comedy flytvlolatlbruh,1
rtjoinmefor8snofucks given join bitch,1
all talk blah blah bye bitch,1
ever look at a bitch tweet and wa like bitch stfu,1
funny how rick scott accuses charlie crist of changing his position on everything rick position are dictated by corp,2
everyday i turn more into a cold heartless bitch,1
trigger finger keep my pussy wet no thanks,1
hit that bitch with a bottle,1
nigga aaaa a why these bitch trip so hard over a nigga when will they realize they re gonna grow up regret the fool,1
because hillbilly like sport to,2
leavin no hope for these hoe,1
rtf ag,1
pussy,1
r tim not saying im for this but stud will fuck trannys but wont let they bitch strap them down you muh fuck a childish lol,1
you gotta be straight forward with hoe tell them what you want from jump,1
vice president biden his wife are in florida today to stump for democrat charlie cristin his bid for governor,2
pakistani christian couple burnt alive ink a sur punjab,2
rtas nfl reportedly asks bird flipping mia for another 15mlets revisits column on ridiculousness 8230,2
rt24her when we found her she wa so sloppy and i tried to drag her to the car she wa fighting back and the bitch wa hea,1
rt28 basically you cant be bold and be a hoe at the same time,1
hoe will be hoe,0
lost my erection and found it in your girlfriend pussy,1
rt1daydown39 more day without pot lent your a faggot,1
damnit wigg a,1
your tweet s remind me of the time when we did the oreo milkshake runs1am in the morning,2
imma get my crew ondisfuckinfag3hunnad real talk nigga turn up,1
rtfuuckjalensaslowbitch,0
real few thing worse than forcing a conversation with a dumb bitch,1
chantel isnt a side hoe bc apparently shes lesbian im done with life all these month hating her for no reason,1
your e retarded enough to be both but at least i have a date to bring you on for your birthday,1
cheating a int no accident hoe fall in off a bike is a accident i a int never seen a bitch trip landon no dick,1
rty all hoe get boyfriend just to tweet about them then break up to dawg him on here lol,1
bradshaw a int no hoe,1
are you kidding boycott criminal intent just lost my fave program take a belt to that bitch,1
r tim so weak imago stalk him now lmfao u lucky bitch,1
guy with colored eye,2
just saw dawn of the planet of the ape one of the better move ive seen this year i didnt know if i wanted the ape or,2
rti wa about to be like ruqueerbutcmonjendou even need to ask,1
rti feel a lot of ppl trash talking indie for all sounding the same but i think any genre you reno tv into tends to sound th,2
anything below aa and wedisownyoulingling8221,2
dear oreo whats this i hear about a watermelon flavor keep your fake fruit flavor out of my crisco sandwich love,2
quote this tweet with the funniest pic in ya camera roll this bitch started it all 8230,1
bitch,1
not every female is a trophy some of yall hoe are just certificate of completion,1
and also pussy if my shit offends u get off twitter block me and go suck a cock,1
r they dick licker it say im happily divorced not bitter homophobic im not scared of queer i hate emf udg,0
i dont want the pussy if it make me want to pay your bill and not sleep my sunday morning away dont ruin my life,1
doe anyone know of a good pet sitter in cle northeast ohio specifically cat bird thanks cle pet neoc level an,2
yeah i dont think thats okay fuckin drop it you shouldnt even joke abo,1
yeah basic bitch area thing but how many straight white men do you know who are all the same and so boring,1
nipple piercings are suppose to be a girl personal secret but yall hoe get them just to take a self ie,1
when you ha a frown ie eats a brownie,2
jessica im not afraid to slit your throat tomorrow,0
red havent lost a series at yankee stadium since 1961worldseries760812,2
dont let a crisis go to waste dems exploiting ebola to trash repubs opposed to obama s choice for surgeon gen8230,2
anxiety is such a cunt,1
r tim never watching braveheart again you cunt dont want freedom,1
when people write a review of my comedy that start with im not easily offended but this wa just not funny that cunt,1
rti hope the yankee game doesnt get rained out tonight it going to be a special atmosphere and game jeter deser,2
rtus ghetto driven by lib ideology forged by union bankrupted by self serving d catering 2parasitestcot8230,1
rtus ghetto driven by liberal ideology forged by union bankrupted by self serving dems catering 2parasitestcot8230,2
rtus ghetto driven by liberal ideology forged by union bankrupted by self serving dems catering to parasite tcot8230,0
well i play flappy bird now and i dont know why,2
dear everyone using natural deodorant it not working you stinky bitch,1
rtsingle8221nooomynuts bitch,1
rti know who chubb talkin bout lmao definitely not my hoe,1
my main bitch and my side bitch mad at me but i could give two fuck two fuck,1
so i see no one participating in the twitter purge pussy i hope it supose to be tonight,1
your still on the side hoe stfu,1
aurora is more ghetto then the bellos,2
damn girl u is a straight hoe,1
demand everyones money object collectively be redistributed among their supporter,2
well i felt sorry for her before but that wa stupid still though is a bitch who wont try that wit,1
rtt bt halloween 2011aspoopyhoeandherpimp daddy,1
bitch no oooo kim been mine you dreaming,1
bitch no im talking to her,1
r tibet shes a new york yankee prog,2
buzz feed male who live in the city and buy meat under plastic mock girl who use gun and go hunting who is more manly,2
dallying is for bitch bro i dilly exclusively,1
attention ke shonna alexander had the best pussy in the world taste good a f,1
how much doe your wife wet pussy want another dick big head,1
rtf at bitch that think they cute,1
sheryl crow be my mom,2
when k ennies angry he talk like a ghetto black man and i really dont even think he notice hahahahahahaha im laughing,0
rti drink unicorn tear and they say blonde dont age well you look like your e20ho,2
if a woman care about you shell get mad over little thing if you cant handle that you deserve a hoe,1
nothing i hate more than a sneaky bitch,1
bae will always be bae even when bae is not bae thats still bae therefore you hoe can move around please,1
when you sitting next ya girl andy aside bitch text you hey babe,1
you ve been doing too much math homework hoe,1
rt0 energy for these hoe,1
these hoe are loyal plot twist,1
r tim snatching all your bitch at my lei uuuu re,1
if you hate people so much then go morph into a chihuahua since you want to be a little whiny bitch so badly,1
so i basically become a fearless bitch when im mad,1
sir career thoapkawaisebhikhatamho chukka you have become new a mar singh so try for publicity ke jr,2
rts eeee let that bitch hop in your mention one more time hear,1
rti wish i wa one of those girl who guy liked no matter what ike i could wear sweat and my hair up and they would sti,2
if i wa a bird you would be the 1stpersonidshiton,1
aye bro you kno how this shit go we in this bitch solid af running free the1st,1
free the squad dd we in this bitch solid first block free e u,1
give me head kiss yo nigga you a ill bitch,1
gone kill me bitch nigga dont be a girl about,1
rti kno this bitch at hot she wanna meet my momma now,1
we may or may not be trash at taking picture together,2
chew igg art if she put up with you it because she love you now make it worth her while love her back,2
rti am so nice but im such abitchhard2 explain,1
how you real dont put no money on you nigga book but chu buy a bitch chanel just to hit the pus,0
these bitch wanna fuck me cuz dat molly got dem high,1
rty a bitch got boddie s but act like they dont count causey a loved each other lmao o,1
watching the innocence of muslim that dude who played muhammed must be getting a ton of pussy now,1
good pussy change ya life,1
guy say dont wear legging if you dont got no assi see you pussy walking around in muscle shirt without any mu,1
bet you wontemdoehoesgonbehoes shut up you a hoe,1
your e a fag for using that emo ji anyways you are one of my best friend there is never a dull moment,1
tornado siren at least ill be dying with you guy and this ho,2
i dont want not hot at hot is a girl that cant get no from me hanging with the other little hoe wearing her be,1
you bitch as nigga,1
r tim pretty sure just called that dude a faggot,1
hoe quick to say they can fuck somebody else bf but what doe that do for you but make you look bad want a cookie,1
if jeremy lin dunked on lebron in a yankee cap and then celebrated byte bowing in front of brett favre would espn exp,2
rti would rather fuck a fat chick than allow a nigger into my house,0
rtbruhyoutrashtakeyoass back to college,1
people be like from bae to who are you real quick i be like bitch dont play with me ill cut you,1
someone will love your bitch as it wont be me but someone will love you,1
all of a sudden all these bitch like soccer today lol,1
basic bitch not wanted,1
when ur with ur friend and a bitch u both hate walk past u asn,1
the karma of fucking over a good girl is the bitch you end up with,1
okay im kia and my middle name faggot dylan,1
rty all stay tracking pussy mile but refuse to put any effort into controlling your own peen but okay i guess what ever ke,1
bitch what you thought,1
bitch you not cute you just photogenic,1
you have a new boyfriend every week tf you do in hoe,0
olivia a bird for believing this shit scandal abc,1
rti wa wearing bucket hat before you basic bitch,1
who sg as in these hoe bp,1
when i see a pretty girl i be like yass ss lay on these hoe,1
that bitch got a red coot cheer over and shit,1
karma is a bitch just make sure that bitch is beautiful,1
r tive also seen a lot of that were democrat and were for charlie baker ad which make me want to scr,2
that look after you just put a bitch in their place,1
the same people that be calling people hoe be the main one sucking dick for a chalupa worry bout you,1
life to short to be salty get u some pussy be happy,1
r tim soooo over having a bitch i taint even funny lb,1
not only you and that pom stuff totally porn,2
you had meat i hate that bitch too,1
rty eadem hoe crazy,1
real bitch like me make sure you get some even when they not lol,1
but i dont fck with broke bitch,1
everytime i come out im never with new www bitch,1
if you ask me every bitch gay not me im all sexual,1
thanks charlie,2
you cant find what you lookin for cuz you too busy likin2or3 bitch at a time and all the same,1
i hate messy female that live for mess like go sit down somewhere go get classy hoe,1
got to hold a koala take self y with kangaroo saw a bunch of badass bird of prey and peta fucking emu today wtf,1
cincy fan talk trash about the city of cle and then root for the like they belong still clec le all day go brown,2
rtnobodywantnopussy25 other nigga done had before,1
jammer just said to me he thought mustard on the beat how a saying abdullah on the beat this whole time lo oooo ool,1
r tim telling you shaved pussy is ugly,1
no mom im not dramatic immature i just have fucking mental problem and your e a bitch and a cunt,0
my son wyatt do redneck have mullet to keep from getting redneck,2
if i can eat some random bitch as i can eat iggy sas random thought random thot shit i would never do,1
i hate you dumb bitch that swear that to be happy you need to be a in a relationship yall honestly need to r evaluate life,1
im getting trash talked bya8yearoldwtf,2
fuck wrong w these bitch lately,1
r tit a joke bitch fix ya face,1
r tit my pussy not yours i think this gotta be my favorite naked picture ever damn,1
bitch for who g apr tim a model yall bitch cant tell me not hin8230,1
r tit comfortable but nicc a like me say com th able smh,0
why do female think it cute too be rude af all the time and mean for no reason that shit a int cute bitch,1
unemployed nigga be having all the hoe,1
rti wish the bitch would,1
nigga will cheat on a girl then stalk her and call her a hoe for moving on talking bout she gave up too quick,1
female love stealing someone boyfriend thats not cutey all hoe need some moral life goal,1
you are nt a bitch,1
you ve got to have smelt a lot of manure before you can sing like a hillbilly hank williams,2
me when your bitch favorite my tweet s,1
when your at the pharmacist and they tell you your medicine will be ready in 15minswtfbitchitsbeen30 still wai,1
your e such a queer,1
so who want to tell the washingtonpost that charlie crist is a democrat,2
r tim such a bitch im hard to handle im stubborn and i have an attitude sorry to the people who put up with it,1
what i really want is some brownie from hr iced latte my boy and a blanket w movie that sound pretttttttyamazi,2
black girl shoe cause they fuck nigga for money revenge and dumb shit like that,1
man these hoe so familiar one minute on the team next minute the ya int with ya,1
rti love when bitch throw shade just confirm sim doing something right,1
r tim cry that bitch going hard,1
holder asks what ag ha had to deal with that kind of treatment tell the whiny little bitch to call alberto gonzales an,1
rt4370 sunnyslope drmemphistenn38141 come over and get fucked in the as you lil skinny bitch i love read skinny,1
what up wy db chilling in the square wbu bitch wat u,1
bitch nigga,1
bitch be out here eating pussy more than nigga,1
exactly i miss you bitch,1
if you feel gotta party every weekend for entertainment ima just assume you embrace partaking in hoe like activity,1
i cant never keep no bitch cause i put them hoz e out,1
r tim one of those faggot who hate the word mine,1
low key have no hoe and my life is an l,1
rti went to gnc today and the cashier had bitch we dont sell chocolate cake here written all over her face when she look e,1
i hate a always wanna smoke but a int got no money a nigga bitch like by ef alisha,1
rtiveonlywatched10mins of this trash and i feel like i just wasted some valuable minute of my life that i can never get b,2
when some bitch flirt with bae,1
cant turn a hoe into a husband either,1
duh bitch,1
screaming like a little bitch lmao oo,1
trying so hard to resist the urge to smack a bitch,1
lovebird,2
rti wake up in the middle of the night and chug the orange juice straight from the bottle sorry mom,2
rtdesehoesbeuglyaf talking bout if i wanted yo boyfriend i could have him bitch you look like a boyfriend,1
rtu dont like me but y a bitch do,1
more queer lady templar thats my point,0
call it insecure if u want but fuck no my man doesnt need to be friendly or have bitch a friend these hoe ain,1
where these bitch at,1
this vine still funny a shit to me how many nigger are in my store,0
and if you looking for my ill be on these bitch mind,1
rti taint nothing to cut that bitch off,1
somebody call an ambulance because these bitch dieing for attention,1
about to rock this bitch with with our beautiful angelic voice gaffe oke,1
eugene come watch me run circle round the rap game like my name wa chip kelly in this bitch h,1
de se hoe be actin up,1
from my experience these bitch a int shitmypassallbadon4nem,1
rthowyouwifedatbitch2 many nigga fucked from my clique 2manyniggasactinsorich all de se boppin hoe on my dick maserati,1
i dont fuck with bitch nigga i only fuck nigga bitch,0
i hate a bitch that think they crazy,1
rtihatewenhoeslieandsayi fucked em signed to the street 2,1
rti need a loyal bitch not no goofy bitch,1
rtimfinnaupmybagsoim cutting you weak hoe off,1
r tim a pull up eat the pussy and dip,1
never have kid by a fan bitch if so cop signed to the street 2lol,1
no time to play wit bitch,1
so all my real fan who can wait and not want me to put out trash like other rapper signed to the street 2igo,2
seem like de se bitch a int loyal,1
these bitch a int my bitch,1
people need to mind they business bitch this the internet stop posting shit then,1
rtabitchget20000 follower shes a bos and starting up a boutique and wearing shade in public,1
a good woman come around every 3 bitch a good man come around well u get the point,1
come this fall im cuff inside bitch yall had y all time the whole summer,1
r tit some good side bitch out here dont let nobody tell u different,1
rtm aa an these hoe be photo shopping damn you suppose to be that nigga how you get catfish ed,1
most of worried about looking like a hoeg on regret it when u get older cuz u missing out on a lot of fun,1
one good woman is worth a thousand bad bitch but i still wanna fuck a thousand bitch,1
real bitch text u can u talk before they call,1
regular bitch be trusting niggaz and letting them raw these hoe know better,1
stop nuttin in these hoe,1
this bitch is pregnant dancing her heart out for me and im on insta gram im an asshole,1
why black woman say img on get me a white man like white guy not dogging bitch too yall so dumb,1
bitch you tweaking hoe tweaking hoe,1
rtnohoesnobaesnodips sideline no nothing,1
damn i a int got no bitch,1
too bad im a bitch,1
and im not stuck up you nigga just love assuming bitch want yall when we just being nice,1
rtnoteabaggers911 is not about benghazi it about those plane and those tower stop watching foxnews,2
r tive always wanted to do a youtube cover but imtoo pussy so umm okay how about this 35rtsandi will post a cover,1
your e jealous bitch,1
r tho will literally do anything to say they got a nigga dawg,1
all my bitch bigger than me they where size 911soicantfittheyshitid looked dumb af,1
my friend are alldumb hoe who i dont even like,1
rty all female really be cool with cuff in hoe as nigga nope couldnt be me,1
twitter should dump the little bluebird mascot and just officially change it to a set of boob,1
never go full retard,0
the nicer you are the easier your e hurt so just be a bitch,1
r tim not shy or quiet im just chilling bitch,1
your e such a bitch me,1
r tim such a sarcastic bitch it beautiful,1
once i take my bra off dont ask me to do shit for u bitch bc once that bra come off i am clocked out of life i am do,1
when other girl wear beany they look cute stylish but when i wear them i look like a member of a drug cartel whose l,2
school is so pointless im just trying to pas the class and get out this bitch,1
